LOCATION,ORIENTATION,WFR,I/D TEMP. in F,NO of Occupant sf/person ,POWER Consum. In kwh,ASHRAE 7-Point ,THERMAL FEELING 
,SW,16.80%,64.4,250,752.81,-3,Cold
,SSW,16.80%,64.4,250,747.02,-3,Cold
,SOUTH,16.80%,64.4,250,744.51,-3,Cold
,SSE,16.80%,64.4,250,733.07,-3,Cold
,SE,16.80%,64.4,250,753.62,-3,Cold
,ESE,16.80%,64.4,250,749.62,-3,Cold
,EAST,16.80%,64.4,250,747.23,-3,Cold
,ENE,16.80%,64.4,250,752.39,-3,Cold
,NE,16.80%,64.4,250,752.81,-3,Cold
,NNE,16.80%,64.4,250,747.03,-3,Cold
,NORTH,16.80%,64.4,750,528.42,-3,Cold
,NNW,16.80%,64.4,750,520.56,-3,Cold
,NW,16.80%,64.4,750,533.51,-3,Cold
,WNW,16.80%,64.4,750,529.96,-3,Cold
,WEST,16.80%,64.4,750,527.6,-3,Cold
,WSW,16.80%,64.4,750,521.79,-3,Cold
,SW,16.80%,64.4,750,532.89,-3,Cold
,SSW,16.80%,64.4,750,527.53,-3,Cold
,SOUTH,16.80%,64.4,750,528.41,-3,Cold
,SSE,16.80%,64.4,750,531.02,-3,Cold
,SE,16.80%,64.4,750,533.58,-3,Cold
,ESE,16.80%,64.4,750,529.95,-3,Cold
,EAST,16.80%,64.4,750,527.6,-3,Cold
,ENE,16.80%,64.4,750,532.38,-3,Cold
,NE,16.80%,64.4,750,532.9,-3,Cold
,NNE,16.80%,64.4,750,527.55,-3,Cold
